0,Off,LLN0.Zero.mag.f
221B,B90 Bus Zone 6 RMag,B_DifPDIF6.BRstA.instCVal.mag.f

21D4,B90 Bus Zone Diff Angle,B_DifPDIF1.BDifAClc.instCVal.ang.f
21D7,B90 Bus Zone Rest Angle,B_DifPDIF1.BRstA.instCVal.ang.f
21E2,B90 Bus Zone Diff Angle,B_DifPDIF2.BDifAClc.instCVal.ang.f
21E5,B90 Bus Zone Rest Angle,B_DifPDIF2.BRstA.instCVal.ang.f
21F0,B90 Bus Zone Diff Angle,B_DifPDIF3.BDifAClc.instCVal.ang.f
21F3,B90 Bus Zone Rest Angle,B_DifPDIF3.BRstA.instCVal.ang.f
21FE,B90 Bus Zone Diff Angle,B_DifPDIF4.BDifAClc.instCVal.ang.f
2201,B90 Bus Zone Rest Angle,B_DifPDIF4.BRstA.instCVal.ang.f
220C,B90 Bus Zone Diff Angle,B_DifPDIF5.BDifAClc.instCVal.ang.f
220F,B90 Bus Zone Rest Angle,B_DifPDIF5.BRstA.instCVal.ang.f
221A,B90 Bus Zone Diff Angle,B_DifPDIF6.BDifAClc.instCVal.ang.f
221D,B90 Bus Zone Rest Angle,B_DifPDIF6.BRstA.instCVal.ang.f

6F00,TRM 1 Current Magnitude,B_AmpMMXN1.ChA.instCVal.mag.f
6F03,TRM 2 Current Magnitude,B_AmpMMXN2.ChA.instCVal.mag.f
6F06,TRM 3 Current Magnitude,B_AmpMMXN3.ChA.instCVal.mag.f
6F09,TRM 4 Current Magnitude,B_AmpMMXN4.ChA.instCVal.mag.f
6F0C,TRM 5 Current Magnitude,B_AmpMMXN5.ChA.instCVal.mag.f
6F0F,TRM 6 Current Magnitude,B_AmpMMXN6.ChA.instCVal.mag.f
6F12,TRM 7 Current Magnitude,B_AmpMMXN7.ChA.instCVal.mag.f
6F15,TRM 8 Current Magnitude,B_AmpMMXN8.ChA.instCVal.mag.f
6F18,TRM 9 Current Magnitude,B_AmpMMXN9.ChA.instCVal.mag.f
6F1B,TRM 10 Current Magnitude,B_AmpMMXN10.ChA.instCVal.mag.f
6F1E,TRM 11 Current Magnitude,B_AmpMMXN11.ChA.instCVal.mag.f
6F21,TRM 12 Current Magnitude,B_AmpMMXN12.ChA.instCVal.mag.f
6F24,TRM 13 Current Magnitude,B_AmpMMXN13.ChA.instCVal.mag.f
6F27,TRM 14 Current Magnitude,B_AmpMMXN14.ChA.instCVal.mag.f
6F2A,TRM 15 Current Magnitude,B_AmpMMXN15.ChA.instCVal.mag.f
6F2D,TRM 16 Current Magnitude,B_AmpMMXN16.ChA.instCVal.mag.f
6F30,TRM 17 Current Magnitude,B_AmpMMXN17.ChA.instCVal.mag.f
6F33,TRM 18 Current Magnitude,B_AmpMMXN18.ChA.instCVal.mag.f
6F36,TRM 19 Current Magnitude,B_AmpMMXN19.ChA.instCVal.mag.f
6F39,TRM 20 Current Magnitude,B_AmpMMXN20.ChA.instCVal.mag.f
6F3C,TRM 21 Current Magnitude,B_AmpMMXN21.ChA.instCVal.mag.f
6F3F,TRM 22 Current Magnitude,B_AmpMMXN22.ChA.instCVal.mag.f
6F42,TRM 23 Current Magnitude,B_AmpMMXN23.ChA.instCVal.mag.f
6F45,TRM 24 Current Magnitude,B_AmpMMXN24.ChA.instCVal.mag.f

6F48,TRM 1 Voltage Magnitude,B_VolMMXN1.ChV.instCVal.mag.f
6F4B,TRM 2 Voltage Magnitude,B_VolMMXN2.ChV.instCVal.mag.f
6F4E,TRM 3 Voltage Magnitude,B_VolMMXN3.ChV.instCVal.mag.f
6F51,TRM 4 Voltage Magnitude,B_VolMMXN4.ChV.instCVal.mag.f
6F54,TRM 5 Voltage Magnitude,B_VolMMXN5.ChV.instCVal.mag.f
6F57,TRM 6 Voltage Magnitude,B_VolMMXN6.ChV.instCVal.mag.f
6F5A,TRM 7 Voltage Magnitude,B_VolMMXN7.ChV.instCVal.mag.f
6F5D,TRM 8 Voltage Magnitude,B_VolMMXN8.ChV.instCVal.mag.f
6F60,TRM 9 Voltage Magnitude,B_VolMMXN9.ChV.instCVal.mag.f
6F63,TRM 10 Voltage Magnitude,B_VolMMXN10.ChV.instCVal.mag.f
6F66,TRM 11 Voltage Magnitude,B_VolMMXN11.ChV.instCVal.mag.f
6F69,TRM 12 Voltage Magnitude,B_VolMMXN12.ChV.instCVal.mag.f

6F02,TRM 1 Current Angle,B_AmpMMXN1.ChA.instCVal.ang.f
6F05,TRM 2 Current Angle,B_AmpMMXN2.ChA.instCVal.ang.f
6F08,TRM 3 Current Angle,B_AmpMMXN3.ChA.instCVal.ang.f
6F0B,TRM 4 Current Angle,B_AmpMMXN4.ChA.instCVal.ang.f
6F0E,TRM 5 Current Angle,B_AmpMMXN5.ChA.instCVal.ang.f
6F11,TRM 6 Current Angle,B_AmpMMXN6.ChA.instCVal.ang.f
6F14,TRM 7 Current Angle,B_AmpMMXN7.ChA.instCVal.ang.f
6F17,TRM 8 Current Angle,B_AmpMMXN8.ChA.instCVal.ang.f
6F1A,TRM 9 Current Angle,B_AmpMMXN9.ChA.instCVal.ang.f
6F1D,TRM 10 Current Angle,B_AmpMMXN10.ChA.instCVal.ang.f
6F20,TRM 11 Current Angle,B_AmpMMXN11.ChA.instCVal.ang.f
6F23,TRM 12 Current Angle,B_AmpMMXN12.ChA.instCVal.ang.f
6F26,TRM 13 Current Angle,B_AmpMMXN13.ChA.instCVal.ang.f
6F29,TRM 14 Current Angle,B_AmpMMXN14.ChA.instCVal.ang.f
6F2C,TRM 15 Current Angle,B_AmpMMXN15.ChA.instCVal.ang.f
6F2F,TRM 16 Current Angle,B_AmpMMXN16.ChA.instCVal.ang.f
6F32,TRM 17 Current Angle,B_AmpMMXN17.ChA.instCVal.ang.f
6F35,TRM 18 Current Angle,B_AmpMMXN18.ChA.instCVal.ang.f
6F38,TRM 19 Current Angle,B_AmpMMXN19.ChA.instCVal.ang.f
6F3B,TRM 20 Current Angle,B_AmpMMXN20.ChA.instCVal.ang.f
6F3E,TRM 21 Current Angle,B_AmpMMXN21.ChA.instCVal.ang.f
6F41,TRM 22 Current Angle,B_AmpMMXN22.ChA.instCVal.ang.f
6F44,TRM 23 Current Angle,B_AmpMMXN23.ChA.instCVal.ang.f
6F47,TRM 24 Current Angle,B_AmpMMXN24.ChA.instCVal.ang.f

6F4A,TRM 1 Voltage Angle,B_VolMMXN1.ChV.instCVal.ang.f
6F4D,TRM 2 Voltage Angle,B_VolMMXN2.ChV.instCVal.ang.f
6F50,TRM 3 Voltage Angle,B_VolMMXN3.ChV.instCVal.ang.f
6F53,TRM 4 Voltage Angle,B_VolMMXN4.ChV.instCVal.ang.f
6F56,TRM 5 Voltage Angle,B_VolMMXN5.ChV.instCVal.ang.f
6F59,TRM 6 Voltage Angle,B_VolMMXN6.ChV.instCVal.ang.f
6F5C,TRM 7 Voltage Angle,B_VolMMXN7.ChV.instCVal.ang.f
6F5F,TRM 8 Voltage Angle,B_VolMMXN8.ChV.instCVal.ang.f
6F62,TRM 9 Voltage Angle,B_VolMMXN9.ChV.instCVal.ang.f
6F65,TRM 10 Voltage Angle,B_VolMMXN10.ChV.instCVal.ang.f
6F68,TRM 11 Voltage Angle,B_VolMMXN11.ChV.instCVal.ang.f
6F6B,TRM 12 Voltage Angle,B_VolMMXN12.ChV.instCVal.ang.f

6FD0,Terminal Frequency,B_FrqMMXN1.Hz.instMag.f
6FD1,Terminal Tracking Frequency,B_FrqMMXN1.TrcHz.instMag.f

24C4,Local Vcomp Mag,VCompMMXU1.VolLoc.instCVal.mag.f
24C6,Local Vcomp Ang,VCompMMXU1.VolLoc.instCVal.ang.f
24C7,Term 1 Vcomp Mag,VCompMMXU1.VolRem1.instCVal.mag.f
24C9,Term 1 Vcomp Ang,VCompMMXU1.VolRem1.instCVal.ang.f
24CA,Term 2 Vcomp Mag,VCompMMXU1.VolRem2.instCVal.mag.f
24CC,Term 2 Vcomp Ang,VCompMMXU1.VolRem2.instCVal.ang.f

2F00,Breaker 1 Arcing Acc Arcing Amp Phase A,CBArc1SCBR1.AccAbr.instMag.f
2F02,Breaker 1 Arcing Acc Arcing Amp Phase B,CBArc2SCBR1.AccAbr.instMag.f
2F04,Breaker 1 Arcing Acc Arcing Amp Phase C,CBArc3SCBR1.AccAbr.instMag.f
2F06,Breaker 1 Arcing Operating Time Phase A,CBArc1SCBR1.RctTmOpn.instMag.f
2F07,Breaker 1 Arcing Operating Time Phase B,CBArc2SCBR1.RctTmOpn.instMag.f
2F08,Breaker 1 Arcing Operating Time Phase C,CBArc3SCBR1.RctTmOpn.instMag.f
2F09,Breaker 1 Arcing Operating Time,CBArc0SCBR1.OpTmOpn.instMag.f
2F0A,Breaker 1 Arcing Amp Phase A,CBArc1SCBR1.SwA.instMag.f
2F0C,Breaker 1 Arcing Amp Phase B,CBArc2SCBR1.SwA.instMag.f
2F0E,Breaker 1 Arcing Amp Phase C,CBArc3SCBR1.SwA.instMag.f
2F10,Breaker 1 Arcing Amp Max Phase A,CBArc1SCBR1.MaxIntrA.instMag.f
2F12,Breaker 1 Arcing Amp Max Phase B,CBArc2SCBR1.MaxIntrA.instMag.f
2F14,Breaker 1 Arcing Amp Max Phase C,CBArc3SCBR1.MaxIntrA.instMag.f

2F16,Breaker 2 Arcing Acc Arcing Amp Phase A,CBArc1SCBR2.AccAbr.instMag.f
2F18,Breaker 2 Arcing Acc Arcing Amp Phase B,CBArc2SCBR2.AccAbr.instMag.f
2F1A,Breaker 2 Arcing Acc Arcing Amp Phase C,CBArc3SCBR2.AccAbr.instMag.f
2F1C,Breaker 2 Arcing Operating Time Phase A,CBArc1SCBR2.RctTmOpn.instMag.f
2F1D,Breaker 2 Arcing Operating Time Phase B,CBArc2SCBR2.RctTmOpn.instMag.f
2F1E,Breaker 2 Arcing Operating Time Phase C,CBArc3SCBR2.RctTmOpn.instMag.f
2F1F,Breaker 2 Arcing Operating Time,CBArc0SCBR2.OpTmOpn.instMag.f
2F20,Breaker 2 Arcing Amp Phase A,CBArc1SCBR2.SwA.instMag.f
2F22,Breaker 2 Arcing Amp Phase B,CBArc2SCBR2.SwA.instMag.f
2F24,Breaker 2 Arcing Amp Phase C,CBArc3SCBR2.SwA.instMag.f
2F26,Breaker 2 Arcing Amp Max Phase A,CBArc1SCBR2.MaxIntrA.instMag.f
2F28,Breaker 2 Arcing Amp Max Phase B,CBArc2SCBR2.MaxIntrA.instMag.f
2F2A,Breaker 2 Arcing Amp Max Phase C,CBArc3SCBR2.MaxIntrA.instMag.f

2F2C,Breaker 3 Arcing Acc Arcing Amp Phase A,CBArc1SCBR3.AccAbr.instMag.f
2F2E,Breaker 3 Arcing Acc Arcing Amp Phase B,CBArc2SCBR3.AccAbr.instMag.f
2F30,Breaker 3 Arcing Acc Arcing Amp Phase C,CBArc3SCBR3.AccAbr.instMag.f
2F32,Breaker 3 Arcing Operating Time Phase A,CBArc1SCBR3.RctTmOpn.instMag.f
2F33,Breaker 3 Arcing Operating Time Phase B,CBArc2SCBR3.RctTmOpn.instMag.f
2F34,Breaker 3 Arcing Operating Time Phase C,CBArc3SCBR3.RctTmOpn.instMag.f
2F35,Breaker 3 Arcing Operating Time,CBArc0SCBR3.OpTmOpn.instMag.f
2F36,Breaker 3 Arcing Amp Phase A,CBArc1SCBR3.SwA.instMag.f
2F38,Breaker 3 Arcing Amp Phase B,CBArc2SCBR3.SwA.instMag.f
2F3A,Breaker 3 Arcing Amp Phase C,CBArc3SCBR3.SwA.instMag.f
2F3C,Breaker 3 Arcing Amp Max Phase A,CBArc1SCBR3.MaxIntrA.instMag.f
2F3E,Breaker 3 Arcing Amp Max Phase B,CBArc2SCBR3.MaxIntrA.instMag.f
2F40,Breaker 3 Arcing Amp Max Phase C,CBArc3SCBR3.MaxIntrA.instMag.f

2F42,Breaker 4 Arcing Acc Arcing Amp Phase A,CBArc1SCBR4.AccAbr.instMag.f
2F44,Breaker 4 Arcing Acc Arcing Amp Phase B,CBArc2SCBR4.AccAbr.instMag.f
2F46,Breaker 4 Arcing Acc Arcing Amp Phase C,CBArc3SCBR4.AccAbr.instMag.f
2F48,Breaker 4 Arcing Operating Time Phase A,CBArc1SCBR4.RctTmOpn.instMag.f
2F49,Breaker 4 Arcing Operating Time Phase B,CBArc2SCBR4.RctTmOpn.instMag.f
2F4A,Breaker 4 Arcing Operating Time Phase C,CBArc3SCBR4.RctTmOpn.instMag.f
2F4B,Breaker 4 Arcing Operating Time,CBArc0SCBR4.OpTmOpn.instMag.f
2F4C,Breaker 4 Arcing Amp Phase A,CBArc1SCBR4.SwA.instMag.f
2F4E,Breaker 4 Arcing Amp Phase B,CBArc2SCBR4.SwA.instMag.f
2F50,Breaker 4 Arcing Amp Phase C,CBArc3SCBR4.SwA.instMag.f
2F52,Breaker 4 Arcing Amp Max Phase A,CBArc1SCBR4.MaxIntrA.instMag.f
2F54,Breaker 4 Arcing Amp Max Phase B,CBArc2SCBR4.MaxIntrA.instMag.f
2F56,Breaker 4 Arcing Amp Max Phase C,CBArc3SCBR4.MaxIntrA.instMag.f

2F58,Breaker 5 Arcing Acc Arcing Amp Phase A,CBArc1SCBR5.AccAbr.instMag.f
2F5A,Breaker 5 Arcing Acc Arcing Amp Phase B,CBArc2SCBR5.AccAbr.instMag.f
2F5C,Breaker 5 Arcing Acc Arcing Amp Phase C,CBArc3SCBR5.AccAbr.instMag.f
2F5E,Breaker 5 Arcing Operating Time Phase A,CBArc1SCBR5.RctTmOpn.instMag.f
2F5F,Breaker 5 Arcing Operating Time Phase B,CBArc2SCBR5.RctTmOpn.instMag.f
2F60,Breaker 5 Arcing Operating Time Phase C,CBArc3SCBR5.RctTmOpn.instMag.f
2F61,Breaker 5 Arcing Operating Time,CBArc0SCBR5.OpTmOpn.instMag.f
2F62,Breaker 5 Arcing Amp Phase A,CBArc1SCBR5.SwA.instMag.f
2F64,Breaker 5 Arcing Amp Phase B,CBArc2SCBR5.SwA.instMag.f
2F66,Breaker 5 Arcing Amp Phase C,CBArc3SCBR5.SwA.instMag.f
2F68,Breaker 5 Arcing Amp Max Phase A,CBArc1SCBR5.MaxIntrA.instMag.f
2F6A,Breaker 5 Arcing Amp Max Phase B,CBArc2SCBR5.MaxIntrA.instMag.f
2F6C,Breaker 5 Arcing Amp Max Phase C,CBArc3SCBR5.MaxIntrA.instMag.f

2F6E,Breaker 6 Arcing Acc Arcing Amp Phase A,CBArc1SCBR6.AccAbr.instMag.f
2F70,Breaker 6 Arcing Acc Arcing Amp Phase B,CBArc2SCBR6.AccAbr.instMag.f
2F72,Breaker 6 Arcing Acc Arcing Amp Phase C,CBArc3SCBR6.AccAbr.instMag.f
2F74,Breaker 6 Arcing Operating Time Phase A,CBArc1SCBR6.RctTmOpn.instMag.f
2F75,Breaker 6 Arcing Operating Time Phase B,CBArc2SCBR6.RctTmOpn.instMag.f
2F76,Breaker 6 Arcing Operating Time Phase C,CBArc3SCBR6.RctTmOpn.instMag.f
2F77,Breaker 6 Arcing Operating Time,CBArc0SCBR6.OpTmOpn.instMag.f
2F78,Breaker 6 Arcing Amp Phase A,CBArc1SCBR6.SwA.instMag.f
2F7A,Breaker 6 Arcing Amp Phase B,CBArc2SCBR6.SwA.instMag.f
2F7C,Breaker 6 Arcing Amp Phase C,CBArc3SCBR6.SwA.instMag.f
2F7E,Breaker 6 Arcing Amp Max Phase A,CBArc1SCBR6.MaxIntrA.instMag.f
2F80,Breaker 6 Arcing Amp Max Phase B,CBArc2SCBR6.MaxIntrA.instMag.f
2F82,Breaker 6 Arcing Amp Max Phase C,CBArc3SCBR6.MaxIntrA.instMag.f

2801,SRC 1 Ia Harmonics [2],HThdMHAI1.HA.phsAHar(2).instCVal.mag.f
2802,SRC 1 Ia Harmonics [3],HThdMHAI1.HA.phsAHar(3).instCVal.mag.f
2803,SRC 1 Ia Harmonics [4],HThdMHAI1.HA.phsAHar(4).instCVal.mag.f
2804,SRC 1 Ia Harmonics [5],HThdMHAI1.HA.phsAHar(5).instCVal.mag.f
2805,SRC 1 Ia Harmonics [6],HThdMHAI1.HA.phsAHar(6).instCVal.mag.f
2806,SRC 1 Ia Harmonics [7],HThdMHAI1.HA.phsAHar(7).instCVal.mag.f
2807,SRC 1 Ia Harmonics [8],HThdMHAI1.HA.phsAHar(8).instCVal.mag.f
2808,SRC 1 Ia Harmonics [9],HThdMHAI1.HA.phsAHar(9).instCVal.mag.f
2809,SRC 1 Ia Harmonics [10],HThdMHAI1.HA.phsAHar(10).instCVal.mag.f
280A,SRC 1 Ia Harmonics [11],HThdMHAI1.HA.phsAHar(11).instCVal.mag.f
280B,SRC 1 Ia Harmonics [12],HThdMHAI1.HA.phsAHar(12).instCVal.mag.f
280C,SRC 1 Ia Harmonics [13],HThdMHAI1.HA.phsAHar(13).instCVal.mag.f
280D,SRC 1 Ia Harmonics [14],HThdMHAI1.HA.phsAHar(14).instCVal.mag.f
280E,SRC 1 Ia Harmonics [15],HThdMHAI1.HA.phsAHar(15).instCVal.mag.f
280F,SRC 1 Ia Harmonics [16],HThdMHAI1.HA.phsAHar(16).instCVal.mag.f
2810,SRC 1 Ia Harmonics [17],HThdMHAI1.HA.phsAHar(17).instCVal.mag.f
2811,SRC 1 Ia Harmonics [18],HThdMHAI1.HA.phsAHar(18).instCVal.mag.f
2812,SRC 1 Ia Harmonics [19],HThdMHAI1.HA.phsAHar(19).instCVal.mag.f
2813,SRC 1 Ia Harmonics [20],HThdMHAI1.HA.phsAHar(20).instCVal.mag.f
2814,SRC 1 Ia Harmonics [21],HThdMHAI1.HA.phsAHar(21).instCVal.mag.f
2815,SRC 1 Ia Harmonics [22],HThdMHAI1.HA.phsAHar(22).instCVal.mag.f
2816,SRC 1 Ia Harmonics [23],HThdMHAI1.HA.phsAHar(23).instCVal.mag.f
2817,SRC 1 Ia Harmonics [24],HThdMHAI1.HA.phsAHar(24).instCVal.mag.f
2818,SRC 1 Ia Harmonics [25],HThdMHAI1.HA.phsAHar(25).instCVal.mag.f

2864,SRC 2 Ia Harmonics [2],HThdMHAI2.HA.phsAHar(2).instCVal.mag.f
2865,SRC 2 Ia Harmonics [3],HThdMHAI2.HA.phsAHar(3).instCVal.mag.f
2866,SRC 2 Ia Harmonics [4],HThdMHAI2.HA.phsAHar(4).instCVal.mag.f
2867,SRC 2 Ia Harmonics [5],HThdMHAI2.HA.phsAHar(5).instCVal.mag.f
2868,SRC 2 Ia Harmonics [6],HThdMHAI2.HA.phsAHar(6).instCVal.mag.f
2869,SRC 2 Ia Harmonics [7],HThdMHAI2.HA.phsAHar(7).instCVal.mag.f
286A,SRC 2 Ia Harmonics [8],HThdMHAI2.HA.phsAHar(8).instCVal.mag.f
286B,SRC 2 Ia Harmonics [9],HThdMHAI2.HA.phsAHar(9).instCVal.mag.f
286C,SRC 2 Ia Harmonics [10],HThdMHAI2.HA.phsAHar(10).instCVal.mag.f
286D,SRC 2 Ia Harmonics [11],HThdMHAI2.HA.phsAHar(11).instCVal.mag.f
286E,SRC 2 Ia Harmonics [12],HThdMHAI2.HA.phsAHar(12).instCVal.mag.f
286F,SRC 2 Ia Harmonics [13],HThdMHAI2.HA.phsAHar(13).instCVal.mag.f
2870,SRC 2 Ia Harmonics [14],HThdMHAI2.HA.phsAHar(14).instCVal.mag.f
2871,SRC 2 Ia Harmonics [15],HThdMHAI2.HA.phsAHar(15).instCVal.mag.f
2872,SRC 2 Ia Harmonics [16],HThdMHAI2.HA.phsAHar(16).instCVal.mag.f
2873,SRC 2 Ia Harmonics [17],HThdMHAI2.HA.phsAHar(17).instCVal.mag.f
2874,SRC 2 Ia Harmonics [18],HThdMHAI2.HA.phsAHar(18).instCVal.mag.f
2875,SRC 2 Ia Harmonics [19],HThdMHAI2.HA.phsAHar(19).instCVal.mag.f
2876,SRC 2 Ia Harmonics [20],HThdMHAI2.HA.phsAHar(20).instCVal.mag.f
2877,SRC 2 Ia Harmonics [21],HThdMHAI2.HA.phsAHar(21).instCVal.mag.f
2878,SRC 2 Ia Harmonics [22],HThdMHAI2.HA.phsAHar(22).instCVal.mag.f
2879,SRC 2 Ia Harmonics [23],HThdMHAI2.HA.phsAHar(23).instCVal.mag.f
287A,SRC 2 Ia Harmonics [24],HThdMHAI2.HA.phsAHar(24).instCVal.mag.f
287B,SRC 2 Ia Harmonics [25],HThdMHAI2.HA.phsAHar(25).instCVal.mag.f

28C7,SRC 3 Ia Harmonics [2],HThdMHAI3.HA.phsAHar(2).instCVal.mag.f
28C8,SRC 3 Ia Harmonics [3],HThdMHAI3.HA.phsAHar(3).instCVal.mag.f
28C9,SRC 3 Ia Harmonics [4],HThdMHAI3.HA.phsAHar(4).instCVal.mag.f
28CA,SRC 3 Ia Harmonics [5],HThdMHAI3.HA.phsAHar(5).instCVal.mag.f
28CB,SRC 3 Ia Harmonics [6],HThdMHAI3.HA.phsAHar(6).instCVal.mag.f
28CC,SRC 3 Ia Harmonics [7],HThdMHAI3.HA.phsAHar(7).instCVal.mag.f
28CD,SRC 3 Ia Harmonics [8],HThdMHAI3.HA.phsAHar(8).instCVal.mag.f
28CE,SRC 3 Ia Harmonics [9],HThdMHAI3.HA.phsAHar(9).instCVal.mag.f
28CF,SRC 3 Ia Harmonics [10],HThdMHAI3.HA.phsAHar(10).instCVal.mag.f
28D0,SRC 3 Ia Harmonics [11],HThdMHAI3.HA.phsAHar(11).instCVal.mag.f
28D1,SRC 3 Ia Harmonics [12],HThdMHAI3.HA.phsAHar(12).instCVal.mag.f
28D2,SRC 3 Ia Harmonics [13],HThdMHAI3.HA.phsAHar(13).instCVal.mag.f
28D3,SRC 3 Ia Harmonics [14],HThdMHAI3.HA.phsAHar(14).instCVal.mag.f
28D4,SRC 3 Ia Harmonics [15],HThdMHAI3.HA.phsAHar(15).instCVal.mag.f
28D5,SRC 3 Ia Harmonics [16],HThdMHAI3.HA.phsAHar(16).instCVal.mag.f
28D6,SRC 3 Ia Harmonics [17],HThdMHAI3.HA.phsAHar(17).instCVal.mag.f
28D7,SRC 3 Ia Harmonics [18],HThdMHAI3.HA.phsAHar(18).instCVal.mag.f
28D8,SRC 3 Ia Harmonics [19],HThdMHAI3.HA.phsAHar(19).instCVal.mag.f
28D9,SRC 3 Ia Harmonics [20],HThdMHAI3.HA.phsAHar(20).instCVal.mag.f
28DA,SRC 3 Ia Harmonics [21],HThdMHAI3.HA.phsAHar(21).instCVal.mag.f
28DB,SRC 3 Ia Harmonics [22],HThdMHAI3.HA.phsAHar(22).instCVal.mag.f
28DC,SRC 3 Ia Harmonics [23],HThdMHAI3.HA.phsAHar(23).instCVal.mag.f
28DD,SRC 3 Ia Harmonics [24],HThdMHAI3.HA.phsAHar(24).instCVal.mag.f
28DE,SRC 3 Ia Harmonics [25],HThdMHAI3.HA.phsAHar(25).instCVal.mag.f

292A,SRC 4 Ia Harmonics [2],HThdMHAI4.HA.phsAHar(2).instCVal.mag.f
292B,SRC 4 Ia Harmonics [3],HThdMHAI4.HA.phsAHar(3).instCVal.mag.f
292C,SRC 4 Ia Harmonics [4],HThdMHAI4.HA.phsAHar(4).instCVal.mag.f
292D,SRC 4 Ia Harmonics [5],HThdMHAI4.HA.phsAHar(5).instCVal.mag.f
292E,SRC 4 Ia Harmonics [6],HThdMHAI4.HA.phsAHar(6).instCVal.mag.f
292F,SRC 4 Ia Harmonics [7],HThdMHAI4.HA.phsAHar(7).instCVal.mag.f
2930,SRC 4 Ia Harmonics [8],HThdMHAI4.HA.phsAHar(8).instCVal.mag.f
2931,SRC 4 Ia Harmonics [9],HThdMHAI4.HA.phsAHar(9).instCVal.mag.f
2932,SRC 4 Ia Harmonics [10],HThdMHAI4.HA.phsAHar(10).instCVal.mag.f
2933,SRC 4 Ia Harmonics [11],HThdMHAI4.HA.phsAHar(11).instCVal.mag.f
2934,SRC 4 Ia Harmonics [12],HThdMHAI4.HA.phsAHar(12).instCVal.mag.f
2935,SRC 4 Ia Harmonics [13],HThdMHAI4.HA.phsAHar(13).instCVal.mag.f
2936,SRC 4 Ia Harmonics [14],HThdMHAI4.HA.phsAHar(14).instCVal.mag.f
2937,SRC 4 Ia Harmonics [15],HThdMHAI4.HA.phsAHar(15).instCVal.mag.f
2938,SRC 4 Ia Harmonics [16],HThdMHAI4.HA.phsAHar(16).instCVal.mag.f
2939,SRC 4 Ia Harmonics [17],HThdMHAI4.HA.phsAHar(17).instCVal.mag.f
293A,SRC 4 Ia Harmonics [18],HThdMHAI4.HA.phsAHar(18).instCVal.mag.f
293B,SRC 4 Ia Harmonics [19],HThdMHAI4.HA.phsAHar(19).instCVal.mag.f
293C,SRC 4 Ia Harmonics [20],HThdMHAI4.HA.phsAHar(20).instCVal.mag.f
293D,SRC 4 Ia Harmonics [21],HThdMHAI4.HA.phsAHar(21).instCVal.mag.f
293E,SRC 4 Ia Harmonics [22],HThdMHAI4.HA.phsAHar(22).instCVal.mag.f
293F,SRC 4 Ia Harmonics [23],HThdMHAI4.HA.phsAHar(23).instCVal.mag.f
2940,SRC 4 Ia Harmonics [24],HThdMHAI4.HA.phsAHar(24).instCVal.mag.f
2941,SRC 4 Ia Harmonics [25],HThdMHAI4.HA.phsAHar(25).instCVal.mag.f

298D,SRC 5 Ia Harmonics [2],HThdMHAI5.HA.phsAHar(2).instCVal.mag.f
298E,SRC 5 Ia Harmonics [3],HThdMHAI5.HA.phsAHar(3).instCVal.mag.f
298F,SRC 5 Ia Harmonics [4],HThdMHAI5.HA.phsAHar(4).instCVal.mag.f
2990,SRC 5 Ia Harmonics [5],HThdMHAI5.HA.phsAHar(5).instCVal.mag.f
2991,SRC 5 Ia Harmonics [6],HThdMHAI5.HA.phsAHar(6).instCVal.mag.f
2992,SRC 5 Ia Harmonics [7],HThdMHAI5.HA.phsAHar(7).instCVal.mag.f
2993,SRC 5 Ia Harmonics [8],HThdMHAI5.HA.phsAHar(8).instCVal.mag.f
2994,SRC 5 Ia Harmonics [9],HThdMHAI5.HA.phsAHar(9).instCVal.mag.f
2995,SRC 5 Ia Harmonics [10],HThdMHAI5.HA.phsAHar(10).instCVal.mag.f
2996,SRC 5 Ia Harmonics [11],HThdMHAI5.HA.phsAHar(11).instCVal.mag.f
2997,SRC 5 Ia Harmonics [12],HThdMHAI5.HA.phsAHar(12).instCVal.mag.f
2998,SRC 5 Ia Harmonics [13],HThdMHAI5.HA.phsAHar(13).instCVal.mag.f
2999,SRC 5 Ia Harmonics [14],HThdMHAI5.HA.phsAHar(14).instCVal.mag.f
299A,SRC 5 Ia Harmonics [15],HThdMHAI5.HA.phsAHar(15).instCVal.mag.f
299B,SRC 5 Ia Harmonics [16],HThdMHAI5.HA.phsAHar(16).instCVal.mag.f
299C,SRC 5 Ia Harmonics [17],HThdMHAI5.HA.phsAHar(17).instCVal.mag.f
299D,SRC 5 Ia Harmonics [18],HThdMHAI5.HA.phsAHar(18).instCVal.mag.f
299E,SRC 5 Ia Harmonics [19],HThdMHAI5.HA.phsAHar(19).instCVal.mag.f
299F,SRC 5 Ia Harmonics [20],HThdMHAI5.HA.phsAHar(20).instCVal.mag.f
29A0,SRC 5 Ia Harmonics [21],HThdMHAI5.HA.phsAHar(21).instCVal.mag.f
29A1,SRC 5 Ia Harmonics [22],HThdMHAI5.HA.phsAHar(22).instCVal.mag.f
29A2,SRC 5 Ia Harmonics [23],HThdMHAI5.HA.phsAHar(23).instCVal.mag.f
29A3,SRC 5 Ia Harmonics [24],HThdMHAI5.HA.phsAHar(24).instCVal.mag.f
29A4,SRC 5 Ia Harmonics [25],HThdMHAI5.HA.phsAHar(25).instCVal.mag.f

29F0,SRC 6 Ia Harmonics [2],HThdMHAI6.HA.phsAHar(2).instCVal.mag.f
