0,Off,LLN0.Zero.mag.f
5346,SRC 17 Ground Current Magnitude,ACsrcMMXN17.Agnd.cVal.mag.f
5348,SRC 17 Ground Current Angle,ACsrcMMXN17.Agnd.cVal.ang.f
5349,SRC 17 Zero Sequence Current Magnitude,ACsrcMSQI17.SeqA.c3.cVal.mag.f
534B,SRC 17 Zero Sequence Current Angle,ACsrcMSQI17.SeqA.c3.cVal.ang.f
534C,SRC 17 Positive Sequence Current Magnitude,ACsrcMSQI17.SeqA.c1.cVal.mag.f
534E,SRC 17 Positive Sequence Current Angle,ACsrcMSQI17.SeqA.c1.cVal.ang.f
534F,SRC 17 Negative Sequence Current Magnitude,ACsrcMSQI17.SeqA.c2.cVal.mag.f
5351,SRC 17 Negative Sequence Current Angle,ACsrcMSQI17.SeqA.c2.cVal.ang.f

536D,SRC 18 Phase A Current RMS,ACsrcMMXU18.AaRMS.mag.f
536F,SRC 18 Phase B Current RMS,ACsrcMMXU18.AbRMS.mag.f
5371,SRC 18 Phase C Current RMS,ACsrcMMXU18.AcRMS.mag.f
5373,SRC 18 Neutral Current RMS,ACsrcMMXU18.AresRMS.mag.f
5375,SRC 18 Phase A Current Magnitude,ACsrcMMXU18.A.phsA.cVal.mag.f
5377,SRC 18 Phase A Current Angle,ACsrcMMXU18.A.phsA.cVal.ang.f
5378,SRC 18 Phase B Current Magnitude,ACsrcMMXU18.A.phsB.cVal.mag.f
537A,SRC 18 Phase B Current Angle,ACsrcMMXU18.A.phsB.cVal.ang.f
537B,SRC 18 Phase C Current Magnitude,ACsrcMMXU18.A.phsC.cVal.mag.f
537D,SRC 18 Phase C Current Angle,ACsrcMMXU18.A.phsC.cVal.ang.f
537E,SRC 18 Neutral Current Magnitude,ACsrcMMXU18.A.res.cVal.mag.f
5380,SRC 18 Neutral Current Angle,ACsrcMMXU18.A.res.cVal.ang.f
5381,SRC 18 Ground Current RMS,ACsrcMMXN18.AgndRMS.mag.f
5383,SRC 18 Ground Current Magnitude,ACsrcMMXN18.Agnd.cVal.mag.f
5385,SRC 18 Ground Current Angle,ACsrcMMXN18.Agnd.cVal.ang.f
5386,SRC 18 Zero Sequence Current Magnitude,ACsrcMSQI18.SeqA.c3.cVal.mag.f
5388,SRC 18 Zero Sequence Current Angle,ACsrcMSQI18.SeqA.c3.cVal.ang.f
5389,SRC 18 Positive Sequence Current Magnitude,ACsrcMSQI18.SeqA.c1.cVal.mag.f
538B,SRC 18 Positive Sequence Current Angle,ACsrcMSQI18.SeqA.c1.cVal.ang.f
538C,SRC 18 Negative Sequence Current Magnitude,ACsrcMSQI18.SeqA.c2.cVal.mag.f
538E,SRC 18 Negative Sequence Current Angle,ACsrcMSQI18.SeqA.c2.cVal.ang.f

53AA,SRC 19 Phase A Current RMS,ACsrcMMXU19.AaRMS.mag.f
53AC,SRC 19 Phase B Current RMS,ACsrcMMXU19.AbRMS.mag.f
53AE,SRC 19 Phase C Current RMS,ACsrcMMXU19.AcRMS.mag.f
53B0,SRC 19 Neutral Current RMS,ACsrcMMXU19.AresRMS.mag.f
53B2,SRC 19 Phase A Current Magnitude,ACsrcMMXU19.A.phsA.cVal.mag.f
53B4,SRC 19 Phase A Current Angle,ACsrcMMXU19.A.phsA.cVal.ang.f
53B5,SRC 19 Phase B Current Magnitude,ACsrcMMXU19.A.phsB.cVal.mag.f
53B7,SRC 19 Phase B Current Angle,ACsrcMMXU19.A.phsB.cVal.ang.f
53B8,SRC 19 Phase C Current Magnitude,ACsrcMMXU19.A.phsC.cVal.mag.f
53BA,SRC 19 Phase C Current Angle,ACsrcMMXU19.A.phsC.cVal.ang.f
53BB,SRC 19 Neutral Current Magnitude,ACsrcMMXU19.A.res.cVal.mag.f
53BD,SRC 19 Neutral Current Angle,ACsrcMMXU19.A.res.cVal.ang.f
53BE,SRC 19 Ground Current RMS,ACsrcMMXN19.AgndRMS.mag.f
53C0,SRC 19 Ground Current Magnitude,ACsrcMMXN19.Agnd.cVal.mag.f
53C2,SRC 19 Ground Current Angle,ACsrcMMXN19.Agnd.cVal.ang.f
53C3,SRC 19 Zero Sequence Current Magnitude,ACsrcMSQI19.SeqA.c3.cVal.mag.f
53C5,SRC 19 Zero Sequence Current Angle,ACsrcMSQI19.SeqA.c3.cVal.ang.f
53C6,SRC 19 Positive Sequence Current Magnitude,ACsrcMSQI19.SeqA.c1.cVal.mag.f
53C8,SRC 19 Positive Sequence Current Angle,ACsrcMSQI19.SeqA.c1.cVal.ang.f
53C9,SRC 19 Negative Sequence Current Magnitude,ACsrcMSQI19.SeqA.c2.cVal.mag.f
53CB,SRC 19 Negative Sequence Current Angle,ACsrcMSQI19.SeqA.c2.cVal.ang.f

53E7,SRC 20 Phase A Current RMS,ACsrcMMXU20.AaRMS.mag.f
53E9,SRC 20 Phase B Current RMS,ACsrcMMXU20.AbRMS.mag.f
53EB,SRC 20 Phase C Current RMS,ACsrcMMXU20.AcRMS.mag.f
53ED,SRC 20 Neutral Current RMS,ACsrcMMXU20.AresRMS.mag.f
53EF,SRC 20 Phase A Current Magnitude,ACsrcMMXU20.A.phsA.cVal.mag.f
53F1,SRC 20 Phase A Current Angle,ACsrcMMXU20.A.phsA.cVal.ang.f
53F2,SRC 20 Phase B Current Magnitude,ACsrcMMXU20.A.phsB.cVal.mag.f
53F4,SRC 20 Phase B Current Angle,ACsrcMMXU20.A.phsB.cVal.ang.f
53F5,SRC 20 Phase C Current Magnitude,ACsrcMMXU20.A.phsC.cVal.mag.f
53F7,SRC 20 Phase C Current Angle,ACsrcMMXU20.A.phsC.cVal.ang.f
53F8,SRC 20 Neutral Current Magnitude,ACsrcMMXU20.A.res.cVal.mag.f
53FA,SRC 20 Neutral Current Angle,ACsrcMMXU20.A.res.cVal.ang.f
53FB,SRC 20 Ground Current RMS,ACsrcMMXN20.AgndRMS.mag.f
53FD,SRC 20 Ground Current Magnitude,ACsrcMMXN20.Agnd.cVal.mag.f
53FF,SRC 20 Ground Current Angle,ACsrcMMXN20.Agnd.cVal.ang.f
5400,SRC 20 Zero Sequence Current Magnitude,ACsrcMSQI20.SeqA.c3.cVal.mag.f
5402,SRC 20 Zero Sequence Current Angle,ACsrcMSQI20.SeqA.c3.cVal.ang.f
5403,SRC 20 Positive Sequence Current Magnitude,ACsrcMSQI20.SeqA.c1.cVal.mag.f
5405,SRC 20 Positive Sequence Current Angle,ACsrcMSQI20.SeqA.c1.cVal.ang.f
5406,SRC 20 Negative Sequence Current Magnitude,ACsrcMSQI20.SeqA.c2.cVal.mag.f
5408,SRC 20 Negative Sequence Current Angle,ACsrcMSQI20.SeqA.c2.cVal.ang.f

5424,SRC 21 Phase A Current RMS,ACsrcMMXU21.AaRMS.mag.f
5426,SRC 21 Phase B Current RMS,ACsrcMMXU21.AbRMS.mag.f
5428,SRC 21 Phase C Current RMS,ACsrcMMXU21.AcRMS.mag.f
542A,SRC 21 Neutral Current RMS,ACsrcMMXU21.AresRMS.mag.f
542C,SRC 21 Phase A Current Magnitude,ACsrcMMXU21.A.phsA.cVal.mag.f
542E,SRC 21 Phase A Current Angle,ACsrcMMXU21.A.phsA.cVal.ang.f
542F,SRC 21 Phase B Current Magnitude,ACsrcMMXU21.A.phsB.cVal.mag.f
5431,SRC 21 Phase B Current Angle,ACsrcMMXU21.A.phsB.cVal.ang.f
5432,SRC 21 Phase C Current Magnitude,ACsrcMMXU21.A.phsC.cVal.mag.f
5434,SRC 21 Phase C Current Angle,ACsrcMMXU21.A.phsC.cVal.ang.f
5435,SRC 21 Neutral Current Magnitude,ACsrcMMXU21.A.res.cVal.mag.f
5437,SRC 21 Neutral Current Angle,ACsrcMMXU21.A.res.cVal.ang.f
5438,SRC 21 Ground Current RMS,ACsrcMMXN21.AgndRMS.mag.f
543A,SRC 21 Ground Current Magnitude,ACsrcMMXN21.Agnd.cVal.mag.f
543C,SRC 21 Ground Current Angle,ACsrcMMXN21.Agnd.cVal.ang.f
543D,SRC 21 Zero Sequence Current Magnitude,ACsrcMSQI21.SeqA.c3.cVal.mag.f
543F,SRC 21 Zero Sequence Current Angle,ACsrcMSQI21.SeqA.c3.cVal.ang.f
5440,SRC 21 Positive Sequence Current Magnitude,ACsrcMSQI21.SeqA.c1.cVal.mag.f
5442,SRC 21 Positive Sequence Current Angle,ACsrcMSQI21.SeqA.c1.cVal.ang.f
5443,SRC 21 Negative Sequence Current Magnitude,ACsrcMSQI21.SeqA.c2.cVal.mag.f
5445,SRC 21 Negative Sequence Current Angle,ACsrcMSQI21.SeqA.c2.cVal.ang.f

5461,SRC 22 Phase A Current RMS,ACsrcMMXU22.AaRMS.mag.f
5463,SRC 22 Phase B Current RMS,ACsrcMMXU22.AbRMS.mag.f
5465,SRC 22 Phase C Current RMS,ACsrcMMXU22.AcRMS.mag.f
5467,SRC 22 Neutral Current RMS,ACsrcMMXU22.AresRMS.mag.f
5469,SRC 22 Phase A Current Magnitude,ACsrcMMXU22.A.phsA.cVal.mag.f
546B,SRC 22 Phase A Current Angle,ACsrcMMXU22.A.phsA.cVal.ang.f
546C,SRC 22 Phase B Current Magnitude,ACsrcMMXU22.A.phsB.cVal.mag.f
546E,SRC 22 Phase B Current Angle,ACsrcMMXU22.A.phsB.cVal.ang.f
546F,SRC 22 Phase C Current Magnitude,ACsrcMMXU22.A.phsC.cVal.mag.f
5471,SRC 22 Phase C Current Angle,ACsrcMMXU22.A.phsC.cVal.ang.f
5472,SRC 22 Neutral Current Magnitude,ACsrcMMXU22.A.res.cVal.mag.f
5474,SRC 22 Neutral Current Angle,ACsrcMMXU22.A.res.cVal.ang.f
5475,SRC 22 Ground Current RMS,ACsrcMMXN22.AgndRMS.mag.f
5477,SRC 22 Ground Current Magnitude,ACsrcMMXN22.Agnd.cVal.mag.f
5479,SRC 22 Ground Current Angle,ACsrcMMXN22.Agnd.cVal.ang.f
547A,SRC 22 Zero Sequence Current Magnitude,ACsrcMSQI22.SeqA.c3.cVal.mag.f
547C,SRC 22 Zero Sequence Current Angle,ACsrcMSQI22.SeqA.c3.cVal.ang.f
547D,SRC 22 Positive Sequence Current Magnitude,ACsrcMSQI22.SeqA.c1.cVal.mag.f
547F,SRC 22 Positive Sequence Current Angle,ACsrcMSQI22.SeqA.c1.cVal.ang.f
5480,SRC 22 Negative Sequence Current Magnitude,ACsrcMSQI22.SeqA.c2.cVal.mag.f
5482,SRC 22 Negative Sequence Current Angle,ACsrcMSQI22.SeqA.c2.cVal.ang.f

549E,SRC 23 Phase A Current RMS,ACsrcMMXU23.AaRMS.mag.f
54A0,SRC 23 Phase B Current RMS,ACsrcMMXU23.AbRMS.mag.f
54A2,SRC 23 Phase C Current RMS,ACsrcMMXU23.AcRMS.mag.f
54A4,SRC 23 Neutral Current RMS,ACsrcMMXU23.AresRMS.mag.f
54A6,SRC 23 Phase A Current Magnitude,ACsrcMMXU23.A.phsA.cVal.mag.f
54A8,SRC 23 Phase A Current Angle,ACsrcMMXU23.A.phsA.cVal.ang.f
54A9,SRC 23 Phase B Current Magnitude,ACsrcMMXU23.A.phsB.cVal.mag.f
54AB,SRC 23 Phase B Current Angle,ACsrcMMXU23.A.phsB.cVal.ang.f
54AC,SRC 23 Phase C Current Magnitude,ACsrcMMXU23.A.phsC.cVal.mag.f
54AE,SRC 23 Phase C Current Angle,ACsrcMMXU23.A.phsC.cVal.ang.f
54AF,SRC 23 Neutral Current Magnitude,ACsrcMMXU23.A.res.cVal.mag.f
54B1,SRC 23 Neutral Current Angle,ACsrcMMXU23.A.res.cVal.ang.f
54B2,SRC 23 Ground Current RMS,ACsrcMMXN23.AgndRMS.mag.f
54B4,SRC 23 Ground Current Magnitude,ACsrcMMXN23.Agnd.cVal.mag.f
54B6,SRC 23 Ground Current Angle,ACsrcMMXN23.Agnd.cVal.ang.f
54B7,SRC 23 Zero Sequence Current Magnitude,ACsrcMSQI23.SeqA.c3.cVal.mag.f
54B9,SRC 23 Zero Sequence Current Angle,ACsrcMSQI23.SeqA.c3.cVal.ang.f
54BA,SRC 23 Positive Sequence Current Magnitude,ACsrcMSQI23.SeqA.c1.cVal.mag.f
54BC,SRC 23 Positive Sequence Current Angle,ACsrcMSQI23.SeqA.c1.cVal.ang.f
54BD,SRC 23 Negative Sequence Current Magnitude,ACsrcMSQI23.SeqA.c2.cVal.mag.f
54BF,SRC 23 Negative Sequence Current Angle,ACsrcMSQI23.SeqA.c2.cVal.ang.f

54DB,SRC 24 Phase A Current RMS,ACsrcMMXU24.AaRMS.mag.f
54DD,SRC 24 Phase B Current RMS,ACsrcMMXU24.AbRMS.mag.f
54DF,SRC 24 Phase C Current RMS,ACsrcMMXU24.AcRMS.mag.f
54E1,SRC 24 Neutral Current RMS,ACsrcMMXU24.AresRMS.mag.f
54E3,SRC 24 Phase A Current Magnitude,ACsrcMMXU24.A.phsA.cVal.mag.f
54E5,SRC 24 Phase A Current Angle,ACsrcMMXU24.A.phsA.cVal.ang.f
54E6,SRC 24 Phase B Current Magnitude,ACsrcMMXU24.A.phsB.cVal.mag.f
54E8,SRC 24 Phase B Current Angle,ACsrcMMXU24.A.phsB.cVal.ang.f
54E9,SRC 24 Phase C Current Magnitude,ACsrcMMXU24.A.phsC.cVal.mag.f
54EB,SRC 24 Phase C Current Angle,ACsrcMMXU24.A.phsC.cVal.ang.f
54EC,SRC 24 Neutral Current Magnitude,ACsrcMMXU24.A.res.cVal.mag.f
54EE,SRC 24 Neutral Current Angle,ACsrcMMXU24.A.res.cVal.ang.f
54EF,SRC 24 Ground Current RMS,ACsrcMMXN24.AgndRMS.mag.f
54F1,SRC 24 Ground Current Magnitude,ACsrcMMXN24.Agnd.cVal.mag.f
54F3,SRC 24 Ground Current Angle,ACsrcMMXN24.Agnd.cVal.ang.f
54F4,SRC 24 Zero Sequence Current Magnitude,ACsrcMSQI24.SeqA.c3.cVal.mag.f
54F6,SRC 24 Zero Sequence Current Angle,ACsrcMSQI24.SeqA.c3.cVal.ang.f
54F7,SRC 24 Positive Sequence Current Magnitude,ACsrcMSQI24.SeqA.c1.cVal.mag.f
54F9,SRC 24 Positive Sequence Current Angle,ACsrcMSQI24.SeqA.c1.cVal.ang.f
54FA,SRC 24 Negative Sequence Current Magnitude,ACsrcMSQI24.SeqA.c2.cVal.mag.f
54FC,SRC 24 Negative Sequence Current Angle,ACsrcMSQI24.SeqA.c2.cVal.ang.f

5518,SRC 25 Phase A Current RMS,ACsrcMMXU25.AaRMS.mag.f
551A,SRC 25 Phase B Current RMS,ACsrcMMXU25.AbRMS.mag.f
551C,SRC 25 Phase C Current RMS,ACsrcMMXU25.AcRMS.mag.f
551E,SRC 25 Neutral Current RMS,ACsrcMMXU25.AresRMS.mag.f
5520,SRC 25 Phase A Current Magnitude,ACsrcMMXU25.A.phsA.cVal.mag.f
5522,SRC 25 Phase A Current Angle,ACsrcMMXU25.A.phsA.cVal.ang.f
5523,SRC 25 Phase B Current Magnitude,ACsrcMMXU25.A.phsB.cVal.mag.f
5525,SRC 25 Phase B Current Angle,ACsrcMMXU25.A.phsB.cVal.ang.f
5526,SRC 25 Phase C Current Magnitude,ACsrcMMXU25.A.phsC.cVal.mag.f
5528,SRC 25 Phase C Current Angle,ACsrcMMXU25.A.phsC.cVal.ang.f
5529,SRC 25 Neutral Current Magnitude,ACsrcMMXU25.A.res.cVal.mag.f
552B,SRC 25 Neutral Current Angle,ACsrcMMXU25.A.res.cVal.ang.f
552C,SRC 25 Ground Current RMS,ACsrcMMXN25.AgndRMS.mag.f
552E,SRC 25 Ground Current Magnitude,ACsrcMMXN25.Agnd.cVal.mag.f
5530,SRC 25 Ground Current Angle,ACsrcMMXN25.Agnd.cVal.ang.f
5531,SRC 25 Zero Sequence Current Magnitude,ACsrcMSQI25.SeqA.c3.cVal.mag.f
5533,SRC 25 Zero Sequence Current Angle,ACsrcMSQI25.SeqA.c3.cVal.ang.f
5534,SRC 25 Positive Sequence Current Magnitude,ACsrcMSQI25.SeqA.c1.cVal.mag.f
5536,SRC 25 Positive Sequence Current Angle,ACsrcMSQI25.SeqA.c1.cVal.ang.f
5537,SRC 25 Negative Sequence Current Magnitude,ACsrcMSQI25.SeqA.c2.cVal.mag.f
5539,SRC 25 Negative Sequence Current Angle,ACsrcMSQI25.SeqA.c2.cVal.ang.f

5555,SRC 26 Phase A Current RMS,ACsrcMMXU26.AaRMS.mag.f
5557,SRC 26 Phase B Current RMS,ACsrcMMXU26.AbRMS.mag.f
5559,SRC 26 Phase C Current RMS,ACsrcMMXU26.AcRMS.mag.f
555B,SRC 26 Neutral Current RMS,ACsrcMMXU26.AresRMS.mag.f
555D,SRC 26 Phase A Current Magnitude,ACsrcMMXU26.A.phsA.cVal.mag.f
555F,SRC 26 Phase A Current Angle,ACsrcMMXU26.A.phsA.cVal.ang.f
5560,SRC 26 Phase B Current Magnitude,ACsrcMMXU26.A.phsB.cVal.mag.f
5562,SRC 26 Phase B Current Angle,ACsrcMMXU26.A.phsB.cVal.ang.f
5563,SRC 26 Phase C Current Magnitude,ACsrcMMXU26.A.phsC.cVal.mag.f
5565,SRC 26 Phase C Current Angle,ACsrcMMXU26.A.phsC.cVal.ang.f
5566,SRC 26 Neutral Current Magnitude,ACsrcMMXU26.A.res.cVal.mag.f
5568,SRC 26 Neutral Current Angle,ACsrcMMXU26.A.res.cVal.ang.f
5569,SRC 26 Ground Current RMS,ACsrcMMXN26.AgndRMS.mag.f
556B,SRC 26 Ground Current Magnitude,ACsrcMMXN26.Agnd.cVal.mag.f
556D,SRC 26 Ground Current Angle,ACsrcMMXN26.Agnd.cVal.ang.f
556E,SRC 26 Zero Sequence Current Magnitude,ACsrcMSQI26.SeqA.c3.cVal.mag.f
5570,SRC 26 Zero Sequence Current Angle,ACsrcMSQI26.SeqA.c3.cVal.ang.f
5571,SRC 26 Positive Sequence Current Magnitude,ACsrcMSQI26.SeqA.c1.cVal.mag.f
5573,SRC 26 Positive Sequence Current Angle,ACsrcMSQI26.SeqA.c1.cVal.ang.f
5574,SRC 26 Negative Sequence Current Magnitude,ACsrcMSQI26.SeqA.c2.cVal.mag.f
5576,SRC 26 Negative Sequence Current Angle,ACsrcMSQI26.SeqA.c2.cVal.ang.f

5592,SRC 27 Phase A Current RMS,ACsrcMMXU27.AaRMS.mag.f
5594,SRC 27 Phase B Current RMS,ACsrcMMXU27.AbRMS.mag.f
5596,SRC 27 Phase C Current RMS,ACsrcMMXU27.AcRMS.mag.f
5598,SRC 27 Neutral Current RMS,ACsrcMMXU27.AresRMS.mag.f
559A,SRC 27 Phase A Current Magnitude,ACsrcMMXU27.A.phsA.cVal.mag.f
559C,SRC 27 Phase A Current Angle,ACsrcMMXU27.A.phsA.cVal.ang.f
559D,SRC 27 Phase B Current Magnitude,ACsrcMMXU27.A.phsB.cVal.mag.f
559F,SRC 27 Phase B Current Angle,ACsrcMMXU27.A.phsB.cVal.ang.f
55A0,SRC 27 Phase C Current Magnitude,ACsrcMMXU27.A.phsC.cVal.mag.f
55A2,SRC 27 Phase C Current Angle,ACsrcMMXU27.A.phsC.cVal.ang.f
55A3,SRC 27 Neutral Current Magnitude,ACsrcMMXU27.A.res.cVal.mag.f
55A5,SRC 27 Neutral Current Angle,ACsrcMMXU27.A.res.cVal.ang.f
55A6,SRC 27 Ground Current RMS,ACsrcMMXN27.AgndRMS.mag.f
55A8,SRC 27 Ground Current Magnitude,ACsrcMMXN27.Agnd.cVal.mag.f
55AA,SRC 27 Ground Current Angle,ACsrcMMXN27.Agnd.cVal.ang.f
55AB,SRC 27 Zero Sequence Current Magnitude,ACsrcMSQI27.SeqA.c3.cVal.mag.f
55AD,SRC 27 Zero Sequence Current Angle,ACsrcMSQI27.SeqA.c3.cVal.ang.f
55AE,SRC 27 Positive Sequence Current Magnitude,ACsrcMSQI27.SeqA.c1.cVal.mag.f
55B0,SRC 27 Positive Sequence Current Angle,ACsrcMSQI27.SeqA.c1.cVal.ang.f
55B1,SRC 27 Negative Sequence Current Magnitude,ACsrcMSQI27.SeqA.c2.cVal.mag.f
55B3,SRC 27 Negative Sequence Current Angle,ACsrcMSQI27.SeqA.c2.cVal.ang.f

55CF,SRC 28 Phase A Current RMS,ACsrcMMXU28.AaRMS.mag.f
55D1,SRC 28 Phase B Current RMS,ACsrcMMXU28.AbRMS.mag.f
55D3,SRC 28 Phase C Current RMS,ACsrcMMXU28.AcRMS.mag.f
55D5,SRC 28 Neutral Current RMS,ACsrcMMXU28.AresRMS.mag.f
55D7,SRC 28 Phase A Current Magnitude,ACsrcMMXU28.A.phsA.cVal.mag.f
55D9,SRC 28 Phase A Current Angle,ACsrcMMXU28.A.phsA.cVal.ang.f
55DA,SRC 28 Phase B Current Magnitude,ACsrcMMXU28.A.phsB.cVal.mag.f
55DC,SRC 28 Phase B Current Angle,ACsrcMMXU28.A.phsB.cVal.ang.f
55DD,SRC 28 Phase C Current Magnitude,ACsrcMMXU28.A.phsC.cVal.mag.f
55DF,SRC 28 Phase C Current Angle,ACsrcMMXU28.A.phsC.cVal.ang.f
55E0,SRC 28 Neutral Current Magnitude,ACsrcMMXU28.A.res.cVal.mag.f
55E2,SRC 28 Neutral Current Angle,ACsrcMMXU28.A.res.cVal.ang.f
55E3,SRC 28 Ground Current RMS,ACsrcMMXN28.AgndRMS.mag.f
55E5,SRC 28 Ground Current Magnitude,ACsrcMMXN28.Agnd.cVal.mag.f
55E7,SRC 28 Ground Current Angle,ACsrcMMXN28.Agnd.cVal.ang.f
55E8,SRC 28 Zero Sequence Current Magnitude,ACsrcMSQI28.SeqA.c3.cVal.mag.f
55EA,SRC 28 Zero Sequence Current Angle,ACsrcMSQI28.SeqA.c3.cVal.ang.f
55EB,SRC 28 Positive Sequence Current Magnitude,ACsrcMSQI28.SeqA.c1.cVal.mag.f
55ED,SRC 28 Positive Sequence Current Angle,ACsrcMSQI28.SeqA.c1.cVal.ang.f
55EE,SRC 28 Negative Sequence Current Magnitude,ACsrcMSQI28.SeqA.c2.cVal.mag.f
55F0,SRC 28 Negative Sequence Current Angle,ACsrcMSQI28.SeqA.c2.cVal.ang.f

560C,SRC 29 Phase A Current RMS,ACsrcMMXU29.AaRMS.mag.f
560E,SRC 29 Phase B Current RMS,ACsrcMMXU29.AbRMS.mag.f
5610,SRC 29 Phase C Current RMS,ACsrcMMXU29.AcRMS.mag.f
5612,SRC 29 Neutral Current RMS,ACsrcMMXU29.AresRMS.mag.f
5614,SRC 29 Phase A Current Magnitude,ACsrcMMXU29.A.phsA.cVal.mag.f
5616,SRC 29 Phase A Current Angle,ACsrcMMXU29.A.phsA.cVal.ang.f
5617,SRC 29 Phase B Current Magnitude,ACsrcMMXU29.A.phsB.cVal.mag.f
5619,SRC 29 Phase B Current Angle,ACsrcMMXU29.A.phsB.cVal.ang.f
561A,SRC 29 Phase C Current Magnitude,ACsrcMMXU29.A.phsC.cVal.mag.f
561C,SRC 29 Phase C Current Angle,ACsrcMMXU29.A.phsC.cVal.ang.f
561D,SRC 29 Neutral Current Magnitude,ACsrcMMXU29.A.res.cVal.mag.f
561F,SRC 29 Neutral Current Angle,ACsrcMMXU29.A.res.cVal.ang.f
5620,SRC 29 Ground Current RMS,ACsrcMMXN29.AgndRMS.mag.f
5622,SRC 29 Ground Current Magnitude,ACsrcMMXN29.Agnd.cVal.mag.f
5624,SRC 29 Ground Current Angle,ACsrcMMXN29.Agnd.cVal.ang.f
5625,SRC 29 Zero Sequence Current Magnitude,ACsrcMSQI29.SeqA.c3.cVal.mag.f
5627,SRC 29 Zero Sequence Current Angle,ACsrcMSQI29.SeqA.c3.cVal.ang.f
5628,SRC 29 Positive Sequence Current Magnitude,ACsrcMSQI29.SeqA.c1.cVal.mag.f
562A,SRC 29 Positive Sequence Current Angle,ACsrcMSQI29.SeqA.c1.cVal.ang.f
562B,SRC 29 Negative Sequence Current Magnitude,ACsrcMSQI29.SeqA.c2.cVal.mag.f
562D,SRC 29 Negative Sequence Current Angle,ACsrcMSQI29.SeqA.c2.cVal.ang.f

5649,SRC 30 Phase A Current RMS,ACsrcMMXU30.AaRMS.mag.f
564B,SRC 30 Phase B Current RMS,ACsrcMMXU30.AbRMS.mag.f
564D,SRC 30 Phase C Current RMS,ACsrcMMXU30.AcRMS.mag.f
564F,SRC 30 Neutral Current RMS,ACsrcMMXU30.AresRMS.mag.f
5651,SRC 30 Phase A Current Magnitude,ACsrcMMXU30.A.phsA.cVal.mag.f
5653,SRC 30 Phase A Current Angle,ACsrcMMXU30.A.phsA.cVal.ang.f
5654,SRC 30 Phase B Current Magnitude,ACsrcMMXU30.A.phsB.cVal.mag.f
5656,SRC 30 Phase B Current Angle,ACsrcMMXU30.A.phsB.cVal.ang.f
5657,SRC 30 Phase C Current Magnitude,ACsrcMMXU30.A.phsC.cVal.mag.f
5659,SRC 30 Phase C Current Angle,ACsrcMMXU30.A.phsC.cVal.ang.f
565A,SRC 30 Neutral Current Magnitude,ACsrcMMXU30.A.res.cVal.mag.f
565C,SRC 30 Neutral Current Angle,ACsrcMMXU30.A.res.cVal.ang.f
565D,SRC 30 Ground Current RMS,ACsrcMMXN30.AgndRMS.mag.f
565F,SRC 30 Ground Current Magnitude,ACsrcMMXN30.Agnd.cVal.mag.f
5661,SRC 30 Ground Current Angle,ACsrcMMXN30.Agnd.cVal.ang.f
5662,SRC 30 Zero Sequence Current Magnitude,ACsrcMSQI30.SeqA.c3.cVal.mag.f
5664,SRC 30 Zero Sequence Current Angle,ACsrcMSQI30.SeqA.c3.cVal.ang.f
5665,SRC 30 Positive Sequence Current Magnitude,ACsrcMSQI30.SeqA.c1.cVal.mag.f
5667,SRC 30 Positive Sequence Current Angle,ACsrcMSQI30.SeqA.c1.cVal.ang.f
5668,SRC 30 Negative Sequence Current Magnitude,ACsrcMSQI30.SeqA.c2.cVal.mag.f
566A,SRC 30 Negative Sequence Current Angle,ACsrcMSQI30.SeqA.c2.cVal.ang.f

// End of SRC 7 to 30

1D00,SRC 1 Positive Watthour,EnrMtrMMTR1.PosTotWh.mag.f
1D02,SRC 1 Negative Watthour,EnrMtrMMTR1.NegTotWh.mag.f
1D04,SRC 1 Positive Varhour,EnrMtrMMTR1.PosTotVArh.mag.f
1D06,SRC 1 Negative Varhour,EnrMtrMMTR1.NegTotVArh.mag.f
1D10,SRC 2 Positive Watthour,EnrMtrMMTR2.PosTotWh.mag.f
1D12,SRC 2 Negative Watthour,EnrMtrMMTR2.NegTotWh.mag.f
1D14,SRC 2 Positive Varhour,EnrMtrMMTR2.PosTotVArh.mag.f
1D16,SRC 2 Negative Varhour,EnrMtrMMTR2.NegTotVArh.mag.f
1D20,SRC 3 Positive Watthour,EnrMtrMMTR3.PosTotWh.mag.f
1D22,SRC 3 Negative Watthour,EnrMtrMMTR3.NegTotWh.mag.f
1D24,SRC 3 Positive Varhour,EnrMtrMMTR3.PosTotVArh.mag.f
1D26,SRC 3 Negative Varhour,EnrMtrMMTR3.NegTotVArh.mag.f
1D30,SRC 4 Positive Watthour,EnrMtrMMTR4.PosTotWh.mag.f
1D32,SRC 4 Negative Watthour,EnrMtrMMTR4.NegTotWh.mag.f
1D34,SRC 4 Positive Varhour,EnrMtrMMTR4.PosTotVArh.mag.f
1D36,SRC 4 Negative Varhour,EnrMtrMMTR4.NegTotVArh.mag.f
1D40,SRC 5 Positive Watthour,EnrMtrMMTR5.PosTotWh.mag.f
1D42,SRC 5 Negative Watthour,EnrMtrMMTR5.NegTotWh.mag.f
1D44,SRC 5 Positive Varhour,EnrMtrMMTR5.PosTotVArh.mag.f
1D46,SRC 5 Negative Varhour,EnrMtrMMTR5.NegTotVArh.mag.f
1D50,SRC 6 Positive Watthour,EnrMtrMMTR6.PosTotWh.mag.f
